,id,tweet,label,category,loc
1230,'349251776203071489',"Proud to be a member of @caampaccha who just donated $5,000 to Red Cross to help with the flooding in Alberta.",on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 102, 'end': 109}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1231,'323886872025759745',"Sad day in #Boston, sad day for the United States...",on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 12, 'end': 18}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1233,'325123617643954176',"RT @911BUFF: BOSTON: FBI CONFIRMS 2ND SUSPECT ON THE LOOSE! ADDITIONAL ARMORED VEHICLES, BOMB SQUAD AND HOMELAND SECURITY HEADING TO THE SC…",on-topic,bombing,"{'word': 'BOSTON', 'spans': [{'start': 13, 'end': 19}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1234,'324588376118415360',Suspect arrested in Boston attacks: Investigators have arrested a suspect in relation to Monday's Boston marat... http://t.co/A3LHqvyFyV,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 20, 'end': 26}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1235,'348127433213476865',Calgary flooding 6 #YYC #flooding #Calgary - Memorial Drive looking West @ Centre St Bridge http://t.co/4pqkRhpuq6,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 0, 'end': 7}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
1236,'295726157914075136',Bush fire disasters. Flood disasters. Australia in the summer. My compliments to the exhausted & stretched emergency services volunteers.,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 38, 'end': 47}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1237,'336739290459553792',Pray for Oklahoma. Che tragedia...,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 9, 'end': 17}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1238,'591903332492443648',Nepal prime minister: Death toll could reachåÊ10000 http://t.co/cYAOhSG5V5,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1239,'324994723502772227',RT @RealAlexJones: Government Caught in Boston Bombing False Flag Cover-up - http://t.co/ifn4Psysak,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 40, 'end': 46}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1241,'348268654414159872',"Major Flooding: Calgary and Surrounding Areas. June 21, 3013 #yycflood\ http://t.co/Y1izDX8dk8 via @TacklingOurDebt",on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 16, 'end': 23}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
1242,'324281328537333761',RT @paramore: All our prayers and love to everyone affected by the explosions in Boston today. Unbelievable :(,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 81, 'end': 87}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1244,'591902882145918977',Nepal Earthquake: At Least 800 Feared Dead As 7.8 Magnitude Earthquake,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1245,'348353500679376897',"RT @Mookalicious: Ok Calgary, let's give this some RT love. It's awesome!! #abflood http://t.co/tPc5FFxg9P",on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 21, 'end': 28}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
1246,'348608733036806145',RT @AER_news: Alberta Energy Regulator operations continue during southern Alberta floods #abflood #AER #albertaenergy #YYCflood\\http://t.…,on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 75, 'end': 82}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1247,'451189283693789184',RT @DailyMirror: Incredible video shows tsunami as it spreads across Pacific ocean following Chile earthquake http://t.co/F1sxMQTJnw http:/äó_,on-topic,earthquake,"{'word': 'Pacific ocean', 'spans': [{'start': 69, 'end': 82}], 'country_predicted': 'NA', 'country_conf': 0.8529636, 'geo': {'admin1': 'NA', 'lat': '-45', 'lon': '-130', 'country_code3': 'NA', 'geonameid': '4030483', 'place_name': 'South Pacific Ocean', 'feature_class': 'H', 'feature_code': 'OCN'}}"
1248,'296101675805069313',Photos: Flood water rises in Australia:  http://t.co/7H3qf0oU,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 29, 'end': 38}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1249,'324877566768979968',"RT @MotherJones: What we know about the huge explosion at the West, Texas, fertilizer plant: http://t.co/J4ibDU2YwB",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 68, 'end': 73}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1250,'336833755148845056',"RT @prewarcinema: Oklahoma Sens Jim Inhofe & Tom Coburn have repeatedly opposed disaster aid funding, making it tougher to be a survivor in…",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 18, 'end': 26}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1251,'382836912069050368',"RT @timesofindia: Death toll from #earthquake in #Pakistan rises to 348, more than 500 injured. (AP)",on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 50, 'end': 58}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1252,'327962728297791488',#Thoughtsandprayers as I pass through. (at West TX)  http://t.co/6zHHQBljTD,on-topic,explosion,"{'word': 'West TX', 'spans': [{'start': 43, 'end': 50}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '35.19103', 'lon': '-101.9391', 'country_code3': 'USA', 'geonameid': '9861493', 'place_name': 'Country Inn & Suites By Carlson. Amarillo I-40 West. Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}"
1253,'382815813809364992',~ BBC News - #Pakistan quake island off #Gwadar 'emits flammable gas' http://t.co/tns3BfTCT2 #paperli,on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 14, 'end': 22}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1255,'349551605416337408',RT @amainsurance: Our Calgary Downtown location remains closed. It will reopen once access to downtown is restored. #yyc #abflood #yycflood,on-topic,floods,"{'word': 'Calgary Downtown', 'spans': [{'start': 22, 'end': 38}], 'country_predicted': 'CAN', 'country_conf': 0.9048774, 'geo': {'admin1': 'Alberta', 'lat': '51.0486', 'lon': '-114.0744', 'country_code3': 'CAN', 'geonameid': '6481600', 'place_name': '5 Calgary Downtown Suites', 'feature_class': 'S', 'feature_code': 'HTL'}}"
1256,'296117663686606848',RT @brisbanetimes: Flood damage claims in Queensland already total $72 million. #BrisLive http://t.co/Z7EcAa4K,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 42, 'end': 52}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1257,'324828749277302784',sharing #suaju Texas explosion: fatalities confirmed at fertiliser plant  live - The Guardian #australian #oz http://t.co/SnRh4b0fhu,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 15, 'end': 20}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1259,'336761599471788032',RT @chrisbrown: Sending my  love and prayers to the people of Oklahoma.  #PrayForOklahoma.,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 62, 'end': 70}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1260,'336625383254409216',"To follow our coverage of the tornado in Moore, Oklahoma you can use / search the hashtag #YDSOklahoma. We will try to update you as needed.",on-topic,tornado,"{'word': 'Moore', 'spans': [{'start': 41, 'end': 46}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.33951', 'lon': '-97.4867', 'country_code3': 'USA', 'geonameid': '4542975', 'place_name': 'Moore', 'feature_class': 'P', 'feature_code': 'PPL'}}"
1261,'262924354306850817',#food #cuisine Cheat Sheet - Hurricane Sandy Heads for Manhattan http://t.co/9FUFps2d #recipe #cooking,on-topic,hurricane,"{'word': 'Manhattan', 'spans': [{'start': 55, 'end': 64}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'New York', 'lat': '40.79028', 'lon': '-73.95972', 'country_code3': 'USA', 'geonameid': '8479493', 'place_name': 'Manhattan', 'feature_class': 'T', 'feature_code': 'ISL'}}"
1262,'324200385764003840',"#prayforboston No doubt But pray everyday for Africa, cos I guarantee more bombs go off there and in the middle east everyday #prayforafrica",on-topic,bombing,"{'word': 'middle east', 'spans': [{'start': 105, 'end': 116}], 'country_predicted': 'ARE', 'country_conf': 0.9048774, 'geo': {'admin1': 'Dubai', 'lat': '25.2643', 'lon': '55.29326', 'country_code3': 'ARE', 'geonameid': '8226741', 'place_name': 'Al Bank al Brīţānī lish Sharq al Awsaţ', 'feature_class': 'S', 'feature_code': 'BANK'}}"
1263,'336979565895368705',RT @estes_mr: Praying the tornadoes decide not to touch down here. Enough carnage already. #Prayers for the victims of Oklahoma#,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 119, 'end': 127}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1264,'591902996352487424',RT @Aj_Campion: The tragedy that happened in Nepal is being overlooked by the pointless riot in Baltimore #firstworldproblems,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 45, 'end': 50}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1265,'503644079729565697',The Napa earthquake woke this many Jawbone Up wearers http://t.co/zZGYJlSwgC,on-topic,earthquake,"{'word': 'Napa', 'spans': [{'start': 4, 'end': 8}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'California', 'lat': '38.50647', 'lon': '-122.33053', 'country_code3': 'USA', 'geonameid': '5376101', 'place_name': 'Napa County', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
1266,'348506928370028544',"RT @albinwonderland: There are major floods in Canada right now, in Southern Alberta specifically. Three have been confirmed dead as evacua…",on-topic,floods,"{'word': 'Canada', 'spans': [{'start': 47, 'end': 53}], 'country_predicted': 'CAN', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '60.10867', 'lon': '-113.64258', 'country_code3': 'CAN', 'geonameid': '6251999', 'place_name': 'Canada', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1267,'324700014024720384',"RT @kwtx: RT @jayfhicks: This is our live cover of the West, Texas explosion. http://t.co/hx7A2bWTZF",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 61, 'end': 66}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1269,'295912969177530368',god is striking australia with the weather flood - http://t.co/onw4RAL5 … (some islands for gods and my creation temple with fun park),on-topic,floods,"{'word': 'australia', 'spans': [{'start': 16, 'end': 25}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1270,'325112432433459200',RT @FrekinGasper: What fuck is going on in Boston!? #prayformit #prayforboston,on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 43, 'end': 49}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1271,'503643209894211587',"Top story: How did the Napa earthquake affect sleep? https://t.co/kEReBOOC6t, see more http://t.co/ZSN9JoPrdT",on-topic,earthquake,"{'word': 'Napa', 'spans': [{'start': 23, 'end': 27}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'California', 'lat': '38.50647', 'lon': '-122.33053', 'country_code3': 'USA', 'geonameid': '5376101', 'place_name': 'Napa County', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
1272,'339130013389553664',@TheFunnyVines: Pray For Oklahoma https://t.co/AI1pzumUWU,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 25, 'end': 33}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1273,'336641785176662018',“24 Oklahoma Elementary children have slipped the surly bonds of Earth and touched the face of God.  May their families find peace.”,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 4, 'end': 12}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1274,'324748293525630976',My thoughts and prayers go out to those in Texas affected by tonight explosion,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 43, 'end': 48}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1275,'324909462416666625',"@it_itt @nffc65 First Boston, now an explosion in Texas. Geez we are struggling in this country!",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 50, 'end': 55}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1276,'336640038039339010',RT @emokidsloveme: ... RT @AP: BREAKING: State medical examiner's office: 37 killed in Oklahoma tornado; death toll expected to rise -RJJ,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 87, 'end': 95}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1277,'591902721118048256',RT @MahelaJay: A sad day for Nepal. Let's sympathies with the families who lost love ones and pray for them. ‡__F,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 29, 'end': 34}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1278,'348506897843892224',Lots of my family lives in Alberta. Praying for all ?? #abflood #yccflood,on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 27, 'end': 34}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1280,'324847039055814656',Texas Fertilizer Plant Explosion Captured in Viral Video http://t.co/TzRzWMBb0I,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1281,'295762301036933120',"@LandofTim I heard Queensland's hit by terrible storm like I did just a week ago - 2m high Flood water on the street,1.40m inside our houses",on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 19, 'end': 29}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1283,'324832067441549313',"RT @AP: MORE: Between 5 and 15 people killed in Texas fertilizer plant explosion; more than 160 hurt, police say. http://t.co/7UenmYIsxk",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 48, 'end': 53}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1284,'324736903024885760',"Such a horrific week. First the Boston Marathon explosion and now a plant explosion in Waco, TX. 60-70 reported dead. Prayers needed",on-topic,explosion,"{'word': 'Waco', 'spans': [{'start': 87, 'end': 91}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
1286,'295797442807492608',RT @bravotrav: Tony Abbott is visiting flood affected areas of Queensland today. I'm sure he'll remind Queenslanders he opposed the floo ...,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 63, 'end': 73}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1288,'591903088874823682',"RT @thirstproject: Our thoughts go out to victims, rescuers, survivors, and anyone affected by the M 7.8 earthquake that hit Nepal. #NepalE‰Û_",on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 125, 'end': 130}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1289,'325070861738602496',GRO boys playing a benefit for #WestTexas in Waco tonight @ Ferrell Center http://t.co/KojaRZqUlC,on-topic,explosion,"{'word': 'Waco', 'spans': [{'start': 45, 'end': 49}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
1290,'296069347246501890',Deadly flood waters rise in eastern Australia: At least four people dead as torrential rain... http://t.co/XGtRPB11 http://t.co/e4zm5V6q,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 36, 'end': 45}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1291,'324673121082818561',"Jon Stewart, Stephen Colbert on the Boston bombing  http://t.co/61wfesmVZQ",on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 36, 'end': 42}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
1294,'350066920717942785',Calgary! \Please support tonights Flood Victim Fundraiser \at @CommonwealthYYC \https://t.co/1Ejznf1cMK,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 0, 'end': 7}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
1295,'325055742816157702',RT @AP: Man who finished Boston Marathon seconds before bombing witnesses Texas explosion days later: http://t.co/THvRFFrMjI -CC,on-topic,bombing,"{'word': 'Texas', 'spans': [{'start': 74, 'end': 79}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1297,'451189822221058048',Chile is having some massive earthquakes. just how we all prayed for #kessab we should all pray for #Chile _ô»,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 0, 'end': 5}], 'country_predicted': 'CHL', 'country_conf': 0.94819117, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
1298,'349284323955982337',Alberta floods: How Canadians can help: Canadians across the country are responding to the massive flooding that... http://t.co/5UWK00E8zt,on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 0, 'end': 7}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1299,'324752751290630144',RT @LauraBenDavd: So scary @HuffingtonPost: Horrifying video of Texas fertilizer plant explosion http://t.co/tZxK3lQiSQ,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 64, 'end': 69}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
1300,'348291238937649152',Thinking about all the people in Calgary who lost their homes from the flood ??,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 33, 'end': 40}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
